addr,amount,id,lat,lng,name,notice,tel,testkit,updatedAt,max
新北市中和區景安路25號1樓,481,5931044991,24.99893,121.5079,曜群藥局,無,(02)89432206,羅氏家用新冠病毒抗原自我檢測套組,1673615253,0
新北市中和區景新街328號1樓,358,5931045121,24.99104,121.5118,富康活力景新藥局,無,(02)29485117,羅氏家用新冠病毒抗原自我檢測套組,1677561332,0
新北市中和區員山路393號1樓,471,5931045210,25.00293,121.4811,廣來藥師藥局,無,(02)32340393,羅氏家用新冠病毒抗原自我檢測套組,1681314752,0
新北市中和區員山路482號1樓,467,5931045354,25.00683,121.4799,榮記大藥局,無,(02)22239546,羅氏家用新冠病毒抗原自我檢測套組,1677024842,0
新北市中和區安樂路101之2號1、2樓及101之3號1、2樓,507,5931045425,24.99526,121.5134,千樂台安藥局,無,(02)29406029,羅氏家用新冠病毒抗原自我檢測套組,1679529152,0
新北市中和區興南路2段92號1樓,614,5931045541,24.98444,121.5054,富康活力華興藥局,無,(02)29450988,羅氏家用新冠病毒抗原自我檢測套組,1680191552,0
新北市新店區明德路50號1樓,471,5931052368,24.97854,121.5418,正安藥局,無,(02)29115809,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市新店區北新路1段19號1樓,423,5931052644,24.95902,121.5378,杏運草藥局,【快篩:週一至週六，8:30-12:00現場排隊】星期天公休,(02)89115998,羅氏家用新冠病毒抗原自我檢測套組,1682734202,0
新北市新店區如意街16號1樓,884,5931053178,24.94838,121.4944,長照藥局,無,(02)22153325,羅氏家用新冠病毒抗原自我檢測套組,1678895552,0
新北市新店區北新路3段212號(2樓),648,5931053285,24.98429,121.5413,北新212藥局,無,(02)29183212,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市新莊區化成路212號,1114,5931060431,25.0465,121.4657,武田藥局,無,(02)29944029,羅氏家用新冠病毒抗原自我檢測套組,1679460152,0
新北市新莊區福壽街84巷12號1樓,468,5931067412,25.04985,121.4588,幸寧藥局,快篩上午8點半開賣.中午12點至3點休息,(02)29971150,羅氏家用新冠病毒抗原自我檢測套組,1659368763,0
新北市新莊區四維路205號1樓,638,5931069774,25.02037,121.4219,真安綜合大藥局,無,(02)22026188,羅氏家用新冠病毒抗原自我檢測套組,1675222382,0
新北市新莊區中正路510號之1，1樓,391,593106A379,25.03294,121.4341,輔大美康藥局,無,(02)29013056,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市新莊區復興路2段133號1樓,483,593106B045,25.04452,121.4572,力源藥局,無,(02)89929919,羅氏家用新冠病毒抗原自我檢測套組,1669805132,0
新北市樹林區保安街1段20巷6號,492,5931070062,24.99363,121.4277,鴻真藥局,無,(02)26828977,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市樹林區學勤路597號1樓,565,5931071961,24.94905,121.3842,綠蘋果藥局,4/1至4/5清明連假休息,(02)89706050,羅氏家用新冠病毒抗原自我檢測套組,1682610752,0
新北市樹林區學府路362號1樓,476,5931072262,24.95028,121.3797,祐心藥局,快篩每日8:30開賣，若未到貨則到貨後開始販賣，週日沒開,(02)26803205,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市鶯歌區中正一路94、96號,512,5931080148,24.95653,121.3654,快安藥師藥局,無,(02)26792356,羅氏家用新冠病毒抗原自我檢測套組,1681522832,0
新北市三峽區光明路22號1樓,428,5931091712,24.93084,121.3734,誠祐藥局,無,(02)26746211,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市三峽區復興路106號1樓,516,5931091810,24.9378,121.3727,誠美藥局,星期1~6早上9點現場排隊購買口罩，4/4~4/5不販售防疫口罩,(02)26718131,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市三峽區介壽路1段282號1樓,475,5931092184,24.92895,121.3799,福澤清福藥局,無,(02)77136586,羅氏家用新冠病毒抗原自我檢測套組,1678377152,0
新北市淡水區學府路19號1樓,646,5931100270,25.1685,121.4476,千代田藥局,無,(02)26223185,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市汐止區明峰街143號1樓,441,5931111835,25.0706,121.6297,全家藥局,快篩試劑販售:週1-6，上午9-11點(現場排隊，不發號碼牌，售完為止),(02)26954990,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市汐止區福德二路171之1號1樓,448,5931111844,25.06506,121.6307,福恩藥師大藥局,無,(02)26940835,羅氏家用新冠病毒抗原自我檢測套組,1676427482,0
新北市汐止區福德一路255號,888,5931112136,25.06447,121.6335,汐芷藥局,無,(02)26924087,羅氏家用新冠病毒抗原自我檢測套組,1679530382,0
新北市瑞芳區明燈路3段11號,520,5931120156,25.10743,121.8086,瑞聯藥局,無,(02)24975852,羅氏家用新冠病毒抗原自我檢測套組,1657554962,0
新北市瑞芳區民權街6巷1號1樓,556,5931121304,25.1076,121.8069,竟安藥局,快篩代售時間自08:00~18:30,(02)24970925,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市瑞芳區明燈路3段69號1樓,435,5931121411,25.10824,121.8055,長興堂藥局,無,(02)24972050,羅氏家用新冠病毒抗原自我檢測套組,1677544412,0
新北市土城區廣明街63巷4號,427,5931130205,24.99356,121.4546,瑞益藥局,每天早上8:30開始賣快篩,(02)89668598,羅氏家用新冠病毒抗原自我檢測套組,1658907422,0
新北市土城區水源街22號1樓,545,5931132272,24.97535,121.4412,富柏大藥局,無,(02)82626815,羅氏家用新冠病毒抗原自我檢測套組,1681351502,0
新北市土城區學府路1段170號1樓,588,5931132852,24.98661,121.4539,佳霖藥局,無,(02)22641425,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市土城區永豐路135巷8號,548,5931133108,24.98333,121.4672,三豐藥局,無,(02)22733766,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市土城區延和路103號1樓,417,5931133199,24.99024,121.4675,陽光活力藥局,實名制快篩:周一到周六早上八點半，周日早上九點半販售,(02)22610590,羅氏家用新冠病毒抗原自我檢測套組,1659176192,0
新北市蘆洲區集賢路222－4號1樓,505,5931142849,25.08691,121.4827,康泉藥師藥局,早上8:10開始販售實名制快篩，周日公休,(02)28476990,羅氏家用新冠病毒抗原自我檢測套組,1669880852,0
新北市蘆洲區民族路88號1樓,461,5931143248,25.08492,121.4779,原子藥局,原則上早上08:30開門即販售實名制快篩，遇有突發狀況另行公告,(02)82813193,羅氏家用新冠病毒抗原自我檢測套組,1680882752,0
新北市五股區成泰路1段9號,469,5931150163,25.06674,121.4336,德泰藥局,無,(02)29095927,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市泰山區明志路1段83號1樓,541,5931161602,25.06434,121.4336,全成藥局,無,(02)29093039,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市林口區麗園一街6巷1－4號1Ｆ,623,5931170129,25.07012,121.3766,麗園藥局,無,(02)26009405,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市林口區民族路67號1樓,440,5931170165,25.07532,121.3655,龍點藥局,無,(02)26080636,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市深坑區北深路3段175號1樓,640,5931181257,25.00351,121.6017,福康藥粧藥局,無,(02)26646529,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市石碇區潭邊里石崁24－1號,496,5931190514,24.99424,121.658,碇康藥局,無,(02)26634229,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市八里區中山路2段422號1樓,1216,5931231207,25.1476,121.3999,大愛嘉安藥局,無,(02)26107790,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市八里區中山路2段367號1樓,399,5931231314,25.14701,121.3988,天康八里藥局,目前規劃早上9.30開始販售，請自行斟酌幾時排隊購買,(02)26101569,羅氏家用新冠病毒抗原自我檢測套組,1659110102,0
新北市金山區中山路190巷2號,467,5931270044,25.22174,121.6382,金宏仁藥局,無,(02)24982402,羅氏家用新冠病毒抗原自我檢測套組,1676620352,0
桃園市桃園區南平路206之3號,588,5932010337,25.01948,121.3013,明欣藥局,實名快篩因郵局配送限制，數量以現場為主，售完/領完即停.,(03)3165639,羅氏家用新冠病毒抗原自我檢測套組,1665057182,0
桃園市桃園區龍壽里龍城五街60號,523,5932013203,24.97902,121.2702,龍城藥局,無,(03)2170662,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
桃園市桃園區中正路569號,439,5932013721,25.0041,121.3049,桃園民光藥局,快篩實名制，每天16:00開始販售，售完為止;,(03)3364888,羅氏家用新冠病毒抗原自我檢測套組,1675479842,0
桃園市桃園區大業路1段292號1樓,664,5932014120,25.00932,121.3148,尚禾藥局,無,(03)3256998,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
桃園市桃園區永安路466號,666,5932018539,25.00081,121.2994,新永安藥師藥局,快篩實名制星期一~星期日早上8:30開賣，賣完為止，謝謝!,(03)3471180,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
桃園市桃園區大興路一九三號一樓,511,593201A506,25.01564,121.312,永忻藥局,口罩販賣時段:週一~週六 15:00~1700,(03)3585569,羅氏家用新冠病毒抗原自我檢測套組,1654089904,0
桃園市中壢區中央里元化路97號1樓,571,5932021554,24.9584,121.2282,領耀大藥局,周日公休，平日快篩販售時間08:30開始,(03)4253038,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
桃園市中壢區復興路54號,489,5932023370,24.95742,121.2249,中力藥局,每星期六晚上休診，星期日全日休診;,(03)4273119,羅氏家用新冠病毒抗原自我檢測套組,1682005952,0
桃園市中壢區中光路71號,509,5932023665,24.95668,121.2275,生源藥局,快篩販賣時段:08:30~20:30,(03)4221606,羅氏家用新冠病毒抗原自我檢測套組,1677459752,0
桃園市中壢區延平路153號1樓,553,5932024028,24.9627,121.2292,天晟社區藥局,無,(03)4629292,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
桃園市中壢區慈惠三街117號2樓,540,593202A226,24.96323,121.2253,冠昇藥局,口罩販賣時段:08:30到18:00 ，星期日無販售,(03)4260227,羅氏家用新冠病毒抗原自我檢測套組,1676017742,0
桃園市中壢區環中東路二四一號,691,593202A931,24.96345,121.2573,佳佑藥局,口罩販賣時段:09:00以後發號碼牌，售完為止,(03)4356190,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
桃園市中壢區中光路3號,502,593202B054,24.95742,121.2255,幸福藥局,口罩販賣時段:六日一三8:30~售完為止 /二五14:30~售完為止/四10:00~售完為止,(03)4223092,羅氏家用新冠病毒抗原自我檢測套組,1679985392,0
桃園市中壢區興仁路一段144號2樓,785,593202B401,24.96974,121.2611,佳音健保藥局,快篩販賣時段:全天,(03)4516813,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
桃園市中壢區民族路二九八號,501,593202B438,24.9574,121.2083,祐達藥局,無,(03)4015995,羅氏家用新冠病毒抗原自我檢測套組,1677475982,0
桃園市楊梅區環東路452號,469,5932043130,24.91005,121.1571,宜康美藥局,快篩販賣時段:早上09:30~10:30(20份)下午15:30~16:30(38份)晚上19:30~20:30(20份),(03)4883805,羅氏家用新冠病毒抗原自我檢測套組,1677546122,0
桃園市蘆竹區桃園街86號,568,5932052433,25.04607,121.2918,承昇藥局,無,(03)3211085,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
桃園市蘆竹區大竹路529號,533,5932052700,25.02377,121.2594,杏安藥局,8點30分販賣快篩,(03)3230491,羅氏家用新冠病毒抗原自我檢測套組,1675818094,0
桃園市大園區大園里中華路32號,537,5932060088,25.06647,121.1982,銘方大藥局,快篩試劑販賣時段 : 早上 8:30 起至售完為止,(03)3865077,羅氏家用新冠病毒抗原自我檢測套組,1678932902,0
桃園市大園區新生北路41號,643,5932062215,25.0676,121.1973,快安藥師藥局,快篩試劑販賣時段:上午8:30起至售完為止;現場排隊,(03)3856896,羅氏家用新冠病毒抗原自我檢測套組,1677548702,0
桃園市龜山區光峰路67號,104,5932076835,25.00085,121.3402,光峰藥局,口罩販賣時段: 周一至周六上午 08:30-12:00,(03)3207630,羅氏家用新冠病毒抗原自我檢測套組,1653493262,0
桃園市八德區介壽路ㄧ段863號,549,5932084435,24.96109,121.2999,康健藥局,無,(03)3617226,羅氏家用新冠病毒抗原自我檢測套組,1664843942,0
桃園市八德區廣福路141號,701,5932084622,24.95941,121.2958,成大藥局,無,(03)3661575,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
桃園市八德區廣福路30號,604,5932084757,24.95894,121.2981,康是美藥局廣福店,無,(03)3610841,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
桃園市平鎮區平東路243號,621,5932101084,24.91553,121.2486,佳仁藥局,快篩販售時間週一~周六早上8點開始，週三早上9點30分開始，週日10點30分開始,(03)4609335,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
桃園市平鎮區中豐路南勢二段108號,263,5932101164,24.91665,121.2106,南勢藥局,無,(03)4395663,羅氏家用新冠病毒抗原自我檢測套組,1654012592,0
桃園市平鎮區振興西路99號,659,5932108305,24.94629,121.214,晨安藥局,販售時段:早上8:00..... 22:00販賣,(03)4925202,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
桃園市平鎮區文化街252號,447,5932108574,24.95127,121.2032,天健示範藥局,快篩實名制每天9點販售，售完為止,(03)4937169,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
桃園市復興區澤仁里忠孝路34號,606,5932130049,24.81463,121.3514,德怡藥局,快篩販售時間:週一至週五 下午16:00發號碼牌16:10發售 每日售完為止星期六下午13:00發號碼牌 13:10開始販售 週日休息停售,(03)3821686,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新竹縣關西鎮正義路15號,476,5933010091,24.79111,121.1761,進安藥局,12:00-14:00休息(配合醫療院所);,(03)5872153,羅氏家用新冠病毒抗原自我檢測套組,1676509322,0
新竹縣竹東鎮長春路三段6號,767,5933031741,24.73678,121.0847,國豐大藥局,無,(03)5960360,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新竹縣竹東鎮商華街33號,518,5933031750,24.73729,121.0882,仁愛藥局,星期日不定期營業;口罩販賣時段:星期一至六10:00-12:00,(03)5953458,羅氏家用新冠病毒抗原自我檢測套組,1681788752,0
新竹縣竹北市博愛街174號,490,5933051958,24.83243,121.0058,良美藥局,無,(03)5520460,羅氏家用新冠病毒抗原自我檢測套組,1677112412,0
新竹縣竹北市莊敬五街6號,569,5933052099,24.82122,121.0261,無尾熊藥師藥局,快篩販賣時段:星期一~六收到快篩即開賣，現場排隊,(03)6577535,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新竹縣竹北市勝利二路125號,1168,5933052955,24.82236,121.0278,仁里藥局,實名制快篩販賣時段:星期一~日 上午10:00至售完為止,(03)6673878,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
宜蘭縣宜蘭市復興路61號,491,5934010013,24.74964,121.7542,永安藥局,快篩販售時間:周一~周六早上8:30-12:00;周一~周五下午2:30-晚上9:00售完為止(周日休息),(03)9332039,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
宜蘭縣宜蘭市中山路3段179號,547,5934010022,24.76006,121.7531,振芳藥局,無,(03)9322369,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
宜蘭縣宜蘭市新民路64號,451,5934010077,24.75682,121.7568,華大藥局,上午8點30分賣出,(03)9356412,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
宜蘭縣宜蘭市中山路3段209號,364,5934011403,24.76081,121.7533,中興藥局,早上8.30分販售實名制快篩.有分單.雙號.1次限1卡.(可代領),(03)9369769,羅氏家用新冠病毒抗原自我檢測套組,1677583442,0
宜蘭縣羅東鎮中正南路53號1樓,949,5934021418,24.66927,121.7716,民生健保藥局,早上8:00~12:00，下午 3:00~6:00，晚上7:00~9:00/週二下午休息,(03)9562354,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
宜蘭縣羅東鎮公正里倉前路57號1樓,504,5934021794,24.68046,121.7707,倉前藥局,快篩販賣週一到週六8:00-12:00，14:30-18:00星期三下午休息,(03)9571336,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
宜蘭縣羅東鎮南昌街95號1樓,756,5934022077,24.67232,121.7705,天一藥師藥局,無,(03)9541160,羅氏家用新冠病毒抗原自我檢測套組,1680315032,0
宜蘭縣羅東鎮純精路2段113號1樓,882,5934022148,24.67703,121.7633,培英藥局,快篩販售時間:星期一~星期五08:00開始，星期六 09:00開始，星期日休息,(03)9558211,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
宜蘭縣蘇澳鎮中山路1段120號,845,5934030015,24.59608,121.8496,南陽藥局,快篩販售時間:8:00開始販售;,(03)9965076,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
宜蘭縣頭城鎮開蘭路134號,805,5934041161,24.85796,121.8237,頭城藥局,無,(03)9770618,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
宜蘭縣冬山鄉義成路3段401號,426,5934080015,24.66718,121.7679,佳恩藥局,早上8:30前開始開賣,(03)9586065,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
宜蘭縣冬山鄉冬山路281號1樓,505,5934080024,24.63509,121.7893,杏東藥師藥局,無,(03)9591024,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
宜蘭縣冬山鄉廣興路213號,408,5934081165,24.66966,121.7488,合康藥局,無,(03)9616457,羅氏家用新冠病毒抗原自我檢測套組,1677807662,0
宜蘭縣五結鄉五結中路2段23號,565,5934091090,24.68561,121.7977,平安藥局,【公告】4/21(五)~ 4/23(日)休診，造成不便盡請見諒,(03)9603265,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
苗栗縣苗栗市上苗里中正路53號,507,5935010124,24.56873,120.8246,富安藥局,中午休息12點30至14點30,(037)262337,羅氏家用新冠病毒抗原自我檢測套組,1682393552,0
苗栗縣苗栗市府前路133號,713,5935011925,24.5606,120.8186,廷安藥局,快篩販賣時段:每日8點30-售完-星期日公休,(037)356839,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
苗栗縣苑裡鎮山腳里10鄰248號,707,5935020111,24.41556,120.6854,大眾藥局,無,(037)741587,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
苗栗縣苑裡鎮客庄里信義路1－10號1樓,2251,5935021458,24.43873,120.653,沐安藥局,無,(037)868600,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
苗栗縣通霄鎮信義路104號,733,5935030153,24.48809,120.6803,維康藥局,上午8:00-晚上9:00,(037)750000,羅氏家用新冠病毒抗原自我檢測套組,1679743952,0
苗栗縣竹南鎮自強街38號,521,5935041781,24.69138,120.8792,惠家藥局,無,(037)463635,羅氏家用新冠病毒抗原自我檢測套組,1680076352,0
苗栗縣竹南鎮中正路257號1樓,518,5935041987,24.68344,120.873,杏一竹南中正藥局,快篩販賣時段:08:30-售完(發號碼牌統計數量，人需在現場等候結帳;逾時不候),(037)480602,羅氏家用新冠病毒抗原自我檢測套組,1675137842,0
苗栗縣竹南鎮民權街53－3號2樓,574,5935042082,24.68577,120.8778,樂健藥局,無,(037)470988,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
苗栗縣後龍鎮忠孝路59號,568,5935061434,24.61298,120.7908,千江大藥局,無,(037)037728208,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
苗栗縣卓蘭鎮中山路82號,1138,5935071243,24.31205,120.8264,卓蘭千百岳大藥局,快篩試劑健保卡購買份/500元,(04)25895473,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
苗栗縣三義鄉廣盛中正路114號,1017,5935131075,24.41377,120.7698,安康藥局,無,(037)875958,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市豐原區中正路二二八號,489,5936012097,24.25196,120.7173,林芳泉藥局,每日 9:30 排隊方式販售;,(04)25222308,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市豐原區西勢路115號,1047,5936012560,24.24521,120.7085,進安藥局,周一至周日早上8:00開始發售快篩，售完為止,(04)25262681,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市東勢區南平里豐勢路394號,460,5936020017,24.25489,120.8294,郭藥局,週一至週日均於上午8:00發放號碼牌及收健保卡，上午9:30開始販賣,(04)25883382,羅氏家用新冠病毒抗原自我檢測套組,1660782842,0
臺中市東勢區東安里豐勢路476號,497,5936020035,24.25689,120.8285,劉藥局,無,(04)25873198,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市大甲區順天路342號,514,5936030479,24.35031,120.6271,上慧藥局,無,(04)26873515,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市清水區文昌街29號1樓,588,5936041249,24.26985,120.5766,清水藥局,無,(04)26221425,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市神岡區昌平路5段480號,812,5936081172,24.24623,120.685,民翔藥局,無,(04)25633323,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市潭子區頭張路一段108號,706,5936090126,24.1945,120.6998,頭張藥局,快篩販售 早上8點開始不分單雙號65歲以上 免費領快篩一份,(04)25334510,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市大雅區學府路358號1樓,1257,5936103066,24.22636,120.6485,大雅福倫藥局,營業時間 am08:00 ~ pm10:30,(04)25694218,羅氏家用新冠病毒抗原自我檢測套組,1682610752,0
臺中市烏日區興祥街3號,512,5936150332,24.10483,120.6389,真安大藥局,無,(04)23360401,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市大肚區蔗廓里遊園路二段168號,755,5936160105,24.17265,120.5807,建昌藥局,星期一~星期日早上08:00開始販售實名制快篩,(04)26910357,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市太平區光華里中山路二段412－7號,498,5936190078,24.15023,120.7253,愛心藥局,0830-1330.營業.....有配合實名制家用快篩發放..,(04)23929396,羅氏家用新冠病毒抗原自我檢測套組,1677284072,0
臺中市太平區新坪里樹孝路77號,438,5936190649,24.15663,120.7199,杏原藥局,早上9點現場排隊販賣口罩.快篩試劑,(04)23918768,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市太平區樹孝路45號1樓,598,5936191879,24.15076,120.7164,玖裕藥局,營業時間都可以現場直接購買,(04)23917005,羅氏家用新冠病毒抗原自我檢測套組,1677571472,0
臺中市太平區興隆路1段250號1樓,437,5936192376,24.11236,120.7305,興隆藥局,口罩周一至周日早上8:30開始販售，售完為止;(周日不休息) 如需領藥請先電話洽詢,(04)22774633,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市大里區大里路39之9號1樓,411,5936200177,24.10608,120.6882,天霖藥局,快篩劑於每日08:40開始販售;,(04)24832481,羅氏家用新冠病毒抗原自我檢測套組,1682772392,0
臺中市大里區永隆一街35號,480,5936200373,24.10548,120.68,永隆藥局,周一~周日早上9點起開始販售實名制快篩(售完為止),(04)24067388,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市大里區新里里新興路55號,404,5936209572,24.09927,120.6769,樺生藥局,無,(04)24061162,羅氏家用新冠病毒抗原自我檢測套組,1677487652,0
臺中市大里區大德街89號1樓,530,593620B165,24.10981,120.6805,大仁祥藥局,販售實名制快篩時間:週一至週五8:00-21:00止、星期六至8:00-16:00止、 週日公休,(04)24814349,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
彰化縣彰化市大埔路695號,622,5937010917,24.06841,120.5425,尚豪藥局,周一到周六早上八點到晚上十點販售,(04)7113332,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
彰化縣彰化市彰南路二段8號,830,5937011058,24.08537,120.577,大竹長生藥局,快篩代售全日,(04)7384176,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
彰化縣彰化市福山里彰南路一段433號,376,5937012180,24.0858,120.5763,大新藥局,快篩代售時間早上08:30(固定周一到周五)，現場排隊，售完為止,(04)7383535,羅氏家用新冠病毒抗原自我檢測套組,1659145562,0
彰化縣彰化市福安里曉陽路31號,490,5937012242,24.072,120.5416,平成藥局,無,(04)7258070,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
彰化縣彰化市華北里旭光路176號,636,5937013052,24.07274,120.5462,尚豪藥師藥局旭光店,無,(04)7280320,羅氏家用新冠病毒抗原自我檢測套組,1657813322,0
彰化縣彰化市中正路2段224號,416,5937013623,24.07728,120.5369,彰化福倫藥局,無,(04)7233018,羅氏家用新冠病毒抗原自我檢測套組,1682417012,0
彰化縣鹿港鎮溝墘里鹿和路三段609號,323,5937020128,24.08524,120.4799,佳昇大藥局,每日早上8點販售快篩試劑， 週日下午休息,(04)7716789,羅氏家用新冠病毒抗原自我檢測套組,1677676922,0
彰化縣鹿港鎮復興路338號,787,5937021858,24.05747,120.4377,柚子藥局,週一至周六 8:30 開始販售，星期天休息,(04)7785066,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
彰化縣和美鎮和線路59號,508,5937031434,24.11421,120.4931,和美和田藥局,周一~周日，營業時間09:00開始即開賣公費快篩，售完為止;,(04)7560377,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
彰化縣北斗鎮五權里新市街46號,432,5937040077,23.87205,120.526,春安藥局,早上8點起.販售口罩每周一公休.星期日營業至12點,(04)8882546,羅氏家用新冠病毒抗原自我檢測套組,1681833152,0
彰化縣北斗鎮復興路18號,510,5937041449,23.87284,120.5284,維德藥局,星期日公休,(04)8889033,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
彰化縣北斗鎮斗苑路二段30號,678,5937041476,23.87406,120.5165,丁丁藥局北斗店,6歲以下及65歲以上免費快篩，已於2/28停止免費領取;實名制快篩仍有販售，一張健保卡最多可買6盒;,(04)8873032,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
彰化縣員林市三信里中山路二段201號,533,5937050279,23.96517,120.5711,廣信藥局,早上8點40分開始販賣快篩試劑,(04)8337085,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
彰化縣員林市仁美里和平東街62－1號,596,5937050313,23.9623,120.5754,東禾藥局,每天早上八點半開始販售，售完為止,(04)8350030,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
彰化縣員林市和平里中山路2段141號,357,5937051712,23.96391,120.5711,員林福倫藥局,無,(04)8371218,羅氏家用新冠病毒抗原自我檢測套組,1678975412,0
彰化縣員林市林森路一二七號,577,5937051730,23.95633,120.5778,青田藥局,早上8:30開始販售~現場購買無預約,(04)8347776,羅氏家用新冠病毒抗原自我檢測套組,1681833152,0
彰化縣員林市光明里中正路441號,548,5937051847,23.95817,120.5724,天一藥局,固定周一到周六，早上14:30開始販賣防疫口罩(現場排隊);,(04)8384875,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
彰化縣員林市南東里山腳路4段31號,350,5937051963,23.96424,120.5988,東山永安藥局,快篩試劑販賣，上午8點30分開賣.,(04)8311471,羅氏家用新冠病毒抗原自我檢測套組,1682219732,0
彰化縣員林市鎮興里員東路一段55號,490,5937052031,23.96355,120.5991,天天藥局,固定周一到周六上午8:30發放號碼牌，8:30開始販售口罩;,(04)8385573,羅氏家用新冠病毒抗原自我檢測套組,1676287412,0
彰化縣員林市新生路121、123號,304,5937052424,23.95904,120.5686,員林啄木鳥藥局,無,(04)8339483,羅氏家用新冠病毒抗原自我檢測套組,1677387812,0
彰化縣員林市惠來街87號,459,5937052497,23.95526,120.5704,家家藥局,無,(04)8367007,羅氏家用新冠病毒抗原自我檢測套組,1675412192,0
彰化縣溪湖鎮大突里大發路89號,521,5937061503,23.96356,120.4754,大發藥局,星期日公休,(04)8822180,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
